critical,last_status,check_type,label,check_key,enabled,last_checked_at,route,expected_behavior,tenant_scope,domain,selector,last_issue_key,id,created_date,updated_date,created_by_id,created_by,is_sample
"true","unknown","publish_gate","Video Zone Must Have Media","spatial-editor-video-zone-must-have-media","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate video zone must have media before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f75","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Audio Hotspot Must Have Media","spatial-editor-audio-hotspot-must-have-media","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate audio hotspot must have media before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f76","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","spatial_editor","Transcript Recommended","spatial-editor-transcript-recommended","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate transcript recommended before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f77","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","spatial_editor","Reduced Motion Required","spatial-editor-reduced-motion-required","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate reduced motion required before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f78","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","spatial_editor","Contrast Readability Check","spatial-editor-contrast-readability-check","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate contrast readability check before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f79","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","spatial_editor","Tap Target Size Check","spatial-editor-tap-target-size-check","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate tap target size check before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f7a","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Preview Required Before Publish","spatial-editor-preview-required-before-publish","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate preview required before publish before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f7b","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Tenant Id Required","spatial-editor-tenant-id-required","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate tenant id required before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f7c","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Public Renderer Parity Check","spatial-editor-public-renderer-parity-check","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate public renderer parity check before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f7d","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Unsaved Changes Block Publish","spatial-editor-unsaved-changes-block-publish","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate unsaved changes block publish before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f7e","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Broken Action Check","spatial-editor-broken-action-check","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate broken action check before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f7f","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Route Check Required","spatial-editor-route-check-required","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate route check required before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f80","2026-06-06T03:17:30.800000","2026-06-06T03:17:30.800000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Room Image Required","spatial-editor-room-image-required","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate room image required before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f68","2026-06-06T03:17:30.799000","2026-06-06T03:17:30.799000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","publish_gate","Room Image Must Load","spatial-editor-room-image-must-load","true","2026-06-06T03:17:27.978Z","/museum/:tenantSlug/admin/walkthrough","Validate room image must load before publish.","per_tenant","tenant_admin","","","6a23914a77f8fa592ccf5f69","2026-06-06T03:17:30.799000","2026-06-06T03:17:30.799000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","frontend_backend_match","MOA QA Check 80","moa-check-80","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/tickets","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608aeb5","2026-06-04T23:43:54.588000","2026-06-04T23:43:54.588000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","admin_tab","MOA QA Check 79","moa-check-79","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/guide","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608aeb4","2026-06-04T23:43:54.588000","2026-06-04T23:43:54.588000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","redirect","MOA QA Check 77","moa-check-77","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/home","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dbaf836e8e54608aeb2","2026-06-04T23:43:54.588000","2026-06-04T23:43:54.588000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","media_binding","MOA QA Check 78","moa-check-78","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/begin-tour","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dbaf836e8e54608aeb3","2026-06-04T23:43:54.588000","2026-06-04T23:43:54.588000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","unknown","form","MOA QA Check 73","moa-check-73","true","2026-06-04T23:43:54.004Z","/platform/admin/infrastructure","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dbaf836e8e54608aeae","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","admin_tab","MOA QA Check 59","moa-check-59","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/begin-tour","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608aea0","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","route","MOA QA Check 61","moa-check-61","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/tickets","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dbaf836e8e54608aea2","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","cta","MOA QA Check 62","moa-check-62","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/commerce","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dbaf836e8e54608aea3","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","data_persistence","MOA QA Check 56","moa-check-56","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/begin-tour","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608ae9d","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","frontend_backend_match","MOA QA Check 70","moa-check-70","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/admin/home","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dbaf836e8e54608aeab","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","cta","MOA QA Check 72","moa-check-72","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/admin/walkthrough","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608aead","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","data_persistence","MOA QA Check 76","moa-check-76","true","2026-06-04T23:43:54.004Z","/virtual-experience","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608aeb1","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","frontend_backend_match","MOA QA Check 60","moa-check-60","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/guide","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608aea1","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","admin_tab","MOA QA Check 69","moa-check-69","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/admin/analytics","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dbaf836e8e54608aeaa","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","media_binding","MOA QA Check 58","moa-check-58","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/home","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dbaf836e8e54608ae9f","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","upload","MOA QA Check 54","moa-check-54","true","2026-06-04T23:43:54.004Z","/platform/admin/infrastructure","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dbaf836e8e54608ae9b","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","permission","MOA QA Check 65","moa-check-65","true","2026-06-04T23:43:54.004Z","/platform/overview","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dbaf836e8e54608aea6","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","data_persistence","MOA QA Check 66","moa-check-66","true","2026-06-04T23:43:54.004Z","/tenant-login","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dbaf836e8e54608aea7","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","failing","permission","MOA QA Check 55","moa-check-55","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/home","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608ae9c","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","permission","MOA QA Check 75","moa-check-75","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/begin-tour","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608aeb0","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","form","MOA QA Check 63","moa-check-63","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/vendors","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608aea4","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","form","MOA QA Check 53","moa-check-53","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/admin/walkthrough","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dbaf836e8e54608ae9a","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","redirect","MOA QA Check 57","moa-check-57","true","2026-06-04T23:43:54.004Z","/virtual-experience","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dbaf836e8e54608ae9e","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","route","MOA QA Check 71","moa-check-71","true","2026-06-04T23:43:54.004Z","/platform/admin/content-data","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608aeac","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","upload","MOA QA Check 74","moa-check-74","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/home","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dbaf836e8e54608aeaf","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","route","MOA QA Check 51","moa-check-51","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/admin/home","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608ae98","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","cta","MOA QA Check 52","moa-check-52","true","2026-06-04T23:43:54.004Z","/platform/admin/content-data","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608ae99","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"true","skipped","upload","MOA QA Check 64","moa-check-64","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/vendors/register","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608aea5","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","media_binding","MOA QA Check 68","moa-check-68","true","2026-06-04T23:43:54.004Z","/platform/admin/qa-sentinel","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dbaf836e8e54608aea9","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","redirect","MOA QA Check 67","moa-check-67","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/admin","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dbaf836e8e54608aea8","2026-06-04T23:43:54.587000","2026-06-04T23:43:54.587000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","permission","MOA QA Check 5","moa-check-5","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/commerce","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dba90a8bb72497e059c","2026-06-04T23:43:54.365000","2026-06-04T23:43:54.365000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","unknown","form","MOA QA Check 13","moa-check-13","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/admin/home","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","public_museum","","","6a220dba90a8bb72497e05a4","2026-06-04T23:43:54.365000","2026-06-04T23:43:54.365000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","failing","redirect","MOA QA Check 27","moa-check-27","true","2026-06-04T23:43:54.004Z","/platform/overview","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","per_tenant","platform","","","6a220dba90a8bb72497e05b2","2026-06-04T23:43:54.365000","2026-06-04T23:43:54.365000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","passing","frontend_backend_match","MOA QA Check 30","moa-check-30","true","2026-06-04T23:43:54.004Z","/platform/admin/qa-sentinel","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","tenant_admin","","","6a220dba90a8bb72497e05b5","2026-06-04T23:43:54.365000","2026-06-04T23:43:54.365000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"false","skipped","frontend_backend_match","MOA QA Check 40","moa-check-40","true","2026-06-04T23:43:54.004Z","/museum/asia-operatic-museum/begin-tour","Should render, protect, redirect, persist, or fail safely according to migration readiness rules.","global","system","","","6a220dba90a8bb72497e05bf","2026-06-04T23:43:54.365000","2026-06-04T23:43:54.365000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
