tenant_id,tenant_name,metadata,asset_type,description,title,version,url,file_size,status,tags,id,created_date,updated_date,created_by_id,created_by,is_sample
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-064"",""intended_usage"":""tactile tabletop"",""linked_module"":""tactile_tabletop"",""alt_text"":""tactile tabletop placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","station","tactile tabletop seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","tactile tabletop Placeholder Asset 64","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""tactile-tabletop""]","6a220da97097621179011a4b","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-075"",""intended_usage"":""5 Kings character"",""linked_module"":""5_kings_character"",""alt_text"":""5 Kings character placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","audio","5 Kings character seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","5 Kings character Placeholder Asset 75","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""5-kings-character""]","6a220da97097621179011a56","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-066"",""intended_usage"":""academy"",""linked_module"":""academy"",""alt_text"":""academy placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","video","academy seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","academy Placeholder Asset 66","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""academy""]","6a220da97097621179011a4d","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-071"",""intended_usage"":""SNU hologram"",""linked_module"":""snu_hologram"",""alt_text"":""SNU hologram placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","script","SNU hologram seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","SNU hologram Placeholder Asset 71","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""snu-hologram""]","6a220da97097621179011a52","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-062"",""intended_usage"":""LED welcome"",""linked_module"":""led_welcome"",""alt_text"":""LED welcome placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","animation","LED welcome seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","LED welcome Placeholder Asset 62","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""led-welcome""]","6a220da97097621179011a49","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-076"",""intended_usage"":""LED welcome"",""linked_module"":""led_welcome"",""alt_text"":""LED welcome placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","document","LED welcome seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","LED welcome Placeholder Asset 76","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""led-welcome""]","6a220da97097621179011a57","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-065"",""intended_usage"":""commerce product"",""linked_module"":""commerce_product"",""alt_text"":""commerce product placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","image","commerce product seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","commerce product Placeholder Asset 65","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""commerce-product""]","6a220da97097621179011a4c","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-068"",""intended_usage"":""accessibility"",""linked_module"":""accessibility"",""alt_text"":""accessibility placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","document","accessibility seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","accessibility Placeholder Asset 68","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""accessibility""]","6a220da97097621179011a4f","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-074"",""intended_usage"":""Mulan artefact"",""linked_module"":""mulan_artefact"",""alt_text"":""Mulan artefact placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","video","Mulan artefact seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","Mulan artefact Placeholder Asset 74","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""mulan-artefact""]","6a220da97097621179011a55","2026-06-04T23:43:37.603000","2026-06-04T23:43:37.603000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-061"",""intended_usage"":""5 Kings character"",""linked_module"":""5_kings_character"",""alt_text"":""5 Kings character placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","metadata","5 Kings character seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","5 Kings character Placeholder Asset 61","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""5-kings-character""]","6a220da97097621179011a48","2026-06-04T23:43:37.602000","2026-06-04T23:43:37.602000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-060"",""intended_usage"":""Mulan artefact"",""linked_module"":""mulan_artefact"",""alt_text"":""Mulan artefact placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","document","Mulan artefact seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","Mulan artefact Placeholder Asset 60","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""mulan-artefact""]","6a220da97097621179011a47","2026-06-04T23:43:37.602000","2026-06-04T23:43:37.602000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-056"",""intended_usage"":""export documentation"",""linked_module"":""export_documentation"",""alt_text"":""export documentation placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","station","export documentation seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","export documentation Placeholder Asset 56","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""export-documentation""]","6a220da97097621179011a43","2026-06-04T23:43:37.602000","2026-06-04T23:43:37.602000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-057"",""intended_usage"":""SNU hologram"",""linked_module"":""snu_hologram"",""alt_text"":""SNU hologram placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","image","SNU hologram seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","SNU hologram Placeholder Asset 57","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""snu-hologram""]","6a220da97097621179011a44","2026-06-04T23:43:37.602000","2026-06-04T23:43:37.602000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-059"",""intended_usage"":""Mulan hologram"",""linked_module"":""mulan_hologram"",""alt_text"":""Mulan hologram placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","audio","Mulan hologram seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","Mulan hologram Placeholder Asset 59","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""mulan-hologram""]","6a220da97097621179011a46","2026-06-04T23:43:37.602000","2026-06-04T23:43:37.602000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-055"",""intended_usage"":""admin preview"",""linked_module"":""admin_preview"",""alt_text"":""admin preview placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","script","admin preview seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","admin preview Placeholder Asset 55","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""admin-preview""]","6a220da97097621179011a42","2026-06-04T23:43:37.602000","2026-06-04T23:43:37.602000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"6a220da4b282e8b27dbefda9","Asia Operatic Museum Singapore","{""media_key"":""aom-media-053"",""intended_usage"":""gamification badge"",""linked_module"":""gamification_badge"",""alt_text"":""gamification badge placeholder media"",""replacement_required"":true,""production_status"":""placeholder_required_replacement"",""rights_status"":""demo_placeholder"",""approval_state"":""pending_curator_review"",""publish_status"":""published"",""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED""}","metadata","gamification badge seed asset for MOA demo. Asset status: placeholder_required_replacement. Intended usage is connected to XR, learning, commerce, gaming, accessibility, or export readiness.","gamification badge Placeholder Asset 53","1.0","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","","published","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement"",""gamification-badge""]","6a220da97097621179011a40","2026-06-04T23:43:37.602000","2026-06-04T23:43:37.602000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
