publishState,updatedBy,targetEntity,targetId,visibilityScope,confidence,approvedBy,outputType,ownerId,executionId,createdAt,archivedAt,deletedAt,createdBy,rolePermissions,tenantId,json,text,reviewState,updatedAt,id,created_date,updated_date,created_by_id,created_by,is_sample
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-12","tenant","0.78","","tags","","moa-execution-12","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e05a4","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-21","tenant","0.78","","summary","","moa-execution-21","2026-06-04T23:43:43.782Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.782Z","6a220db1f3ee732f528e05ad","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-16","tenant","0.78","","summary","","moa-execution-16","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","approved","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e05a8","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-17","tenant","0.78","","tags","","moa-execution-17","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e05a9","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-15","tenant","0.78","","recommendation","","moa-execution-15","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e05a7","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-11","tenant","0.78","","summary","","moa-execution-11","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e05a3","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-24","tenant","0.78","","draft_content","","moa-execution-24","2026-06-04T23:43:43.782Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.782Z","6a220db1f3ee732f528e05b0","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-25","tenant","0.78","","recommendation","","moa-execution-25","2026-06-04T23:43:43.782Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","approved","2026-06-04T23:43:43.782Z","6a220db1f3ee732f528e05b1","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-6","tenant","0.78","","summary","","moa-execution-6","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e059e","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-18","tenant","0.78","","seo","","moa-execution-18","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e05aa","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-22","tenant","0.78","","tags","","moa-execution-22","2026-06-04T23:43:43.782Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","approved","2026-06-04T23:43:43.782Z","6a220db1f3ee732f528e05ae","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-4","tenant","0.78","","draft_content","","moa-execution-4","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","approved","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e059c","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-5","tenant","0.78","","recommendation","","moa-execution-5","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e059d","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-7","tenant","0.78","","tags","","moa-execution-7","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","approved","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e059f","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"pending_review","SCAVERSE_TOTAL_DATABASE_SEED","Exhibit","moa-exhibit-2","tenant","0.78","","tags","","moa-execution-2","2026-06-04T23:43:43.781Z","","","SCAVERSE_TOTAL_DATABASE_SEED","","6a220da4b282e8b27dbefda9","{""seed_source"":""SCAVERSE_TOTAL_DATABASE_SEED"",""cultural_review_required"":true}","Seeded AI output for admin demonstration. Must be reviewed before production publication.","unreviewed","2026-06-04T23:43:43.781Z","6a220db1f3ee732f528e059a","2026-06-04T23:43:45.406000","2026-06-04T23:43:45.406000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
