tenant_id,regression_count,regression_test_steps,evidence,tenant_slug,root_cause_hypothesis,description,title,likely_files_affected,video_url,fix_summary,fix_complexity,reproduction_steps,last_verified_at,fingerprint,actual_result,verification_command,network_errors,autofix_forbidden_reason,expected_result,severity,area,test_run_id,occurrence_count,component_name,first_seen_at,console_errors,human_impact,recommended_fix_steps,issue_key,likely_cause,risk_level,estimated_fix_area,cta_label,route,safe_to_autofix,domain,function_name,fixed_at,likely_components_affected,screenshot_url,last_seen_at,developer_notes,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"","0","[""Open /museum/asian-operatic-museum/begin-tour"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","asian-operatic-museum","The issue needs deterministic verification against the affected UI flow and stored data contract.","[vite] Failed to reload /src/components/onboarding/HomepageOnboardingOverlay.jsx. This could be due to syntax errors or importing non-existent modules. (see errors above)","Runtime issue detected","[""App.jsx"",""lib/qa-sentinel/*"",""affected page/component""]","","Inspect the affected route, component, data payload, and runtime logs before changing code.","moderate","[""Open /museum/asian-operatic-museum/begin-tour"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T15:32:59.269Z","ikij5n","[vite] Failed to reload /src/components/onboarding/HomepageOnboardingOverlay.jsx. This could be due to syntax errors or importing non-existent modules. (see errors above)","Manual verification: open /museum/asian-operatic-museum/begin-tour, repeat the regression steps, then run QA Sentinel regression test.","[]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","runtime","","1","console","2026-06-06T15:32:59.269Z","[""[vite] Failed to reload /src/components/onboarding/HomepageOnboardingOverlay.jsx. This could be due to syntax errors or importing non-existent modules. (see errors above)""]","A runtime behavior changed and needs verification.","[""Open the affected route."",""Repeat the captured reproduction steps."",""Check console/network errors."",""Compare expected and actual stored data."",""Apply the smallest targeted fix and retest.""]","qa-ikij5n","Needs deterministic retest against the affected UI flow.","medium","unknown","","/museum/asian-operatic-museum/begin-tour","false","public_museum","","","[""Affected route"",""Affected component""]","","2026-06-06T15:32:59.269Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a243dac4c4a97437b4e9b2a","2026-06-06T15:33:00.206000","2026-06-06T15:33:00.206000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","0","[""Open /museum/asian-operatic-museum/begin-tour"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","asian-operatic-museum","The issue needs deterministic verification against the affected UI flow and stored data contract.","[vite] {}","Runtime issue detected","[""App.jsx"",""lib/qa-sentinel/*"",""affected page/component""]","","Inspect the affected route, component, data payload, and runtime logs before changing code.","moderate","[""Open /museum/asian-operatic-museum/begin-tour"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T15:32:59.235Z","5lpqtn","[vite] {}","Manual verification: open /museum/asian-operatic-museum/begin-tour, repeat the regression steps, then run QA Sentinel regression test.","[]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","runtime","","1","console","2026-06-06T15:32:59.235Z","[""[vite] {}""]","A runtime behavior changed and needs verification.","[""Open the affected route."",""Repeat the captured reproduction steps."",""Check console/network errors."",""Compare expected and actual stored data."",""Apply the smallest targeted fix and retest.""]","qa-5lpqtn","Needs deterministic retest against the affected UI flow.","medium","unknown","","/museum/asian-operatic-museum/begin-tour","false","public_museum","","","[""Affected route"",""Affected component""]","","2026-06-06T15:32:59.235Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a243dac32095aa63f226014","2026-06-06T15:33:00.121000","2026-06-06T15:33:00.121000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","0","[""Open /platform/overview"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from saved entity payload, field naming, query filters, frontend component binding, cache invalidation, or realtime subscription mismatch.","[vite] failed to connect to websocket.
your current setup:
  (browser) preview-sandbox--6a171d7f6abbd230a00539e2.base44.app/ <--[HTTP]--> localhost:5173/ (server)
  (browser) preview-sandbox--6a171d7f6abbd230a00539e2.base44-preview.app:/ <--[WebSocket (failing)]--> preview-sandbox--6a171d7f6abbd230a00539e2.base44-preview.app:5173/ (server)
Check out your Vite / network configuration and https://vite.dev/config/server-options.html#server-hmr .","API or network failure detected","[""entities/*.json"",""affected page/component"",""api/base44Client.js""]","","Align saved payload fields with the fields queried and rendered by the frontend.","moderate","[""Open /platform/overview"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T15:31:25.409Z","5u1c4x","[vite] failed to connect to websocket.
your current setup:
  (browser) preview-sandbox--6a171d7f6abbd230a00539e2.base44.app/ <--[HTTP]--> localhost:5173/ (server)
  (browser) preview-sandbox--6a171d7f6abbd230a00539e2.base44-preview.app:/ <--[WebSocket (failing)]--> preview-sandbox--6a171d7f6abbd230a00539e2.base44-preview.app:5173/ (server)
Check out your Vite / network configuration and https://vite.dev/config/server-options.html#server-hmr .","Manual verification: open /platform/overview, repeat the regression steps, then run QA Sentinel regression test.","[]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","api","","1","console","2026-06-06T15:31:25.409Z","[""[vite] failed to connect to websocket.\nyour current setup:\n  (browser) preview-sandbox--6a171d7f6abbd230a00539e2.base44.app/ <--[HTTP]--> localhost:5173/ (server)\n  (browser) preview-sandbox--6a171d7f6abbd230a00539e2.base44-preview.app:/ <--[WebSocket (failing)]--> preview-sandbox--6a171d7f6abbd230a00539e2.base44-preview.app:5173/ (server)\nCheck out your Vite / network configuration and https://vite.dev/config/server-options.html#server-hmr .""]","The page may not load or save data reliably.","[""Compare create/update payload keys with entity schema keys."",""Verify query filters return the saved record."",""Confirm the component reads the same fields that are persisted."",""Invalidate cache or subscribe to realtime updates after mutation.""]","qa-5u1c4x","Failed backend request or entity/API contract mismatch.","high","data_persistence","","/platform/overview","false","platform","","","[""Entity form"",""Entity list"",""Renderer""]","","2026-06-06T15:31:25.409Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a243d4effde3993252679e3","2026-06-06T15:31:26.066000","2026-06-06T15:31:26.066000","6a184d31314e50e0da76e9cd","kmuffins90@gmail.com","false"
"","0","[""Open /"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue needs deterministic verification against the affected UI flow and stored data contract.","[vite] Failed to reload /src/components/onboarding/OnboardingPortalVisual.jsx. This could be due to syntax errors or importing non-existent modules. (see errors above)","Runtime issue detected","[""App.jsx"",""lib/qa-sentinel/*"",""affected page/component""]","","Inspect the affected route, component, data payload, and runtime logs before changing code.","moderate","[""Open /"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T15:20:01.890Z","kmld8o","[vite] Failed to reload /src/components/onboarding/OnboardingPortalVisual.jsx. This could be due to syntax errors or importing non-existent modules. (see errors above)","Manual verification: open /, repeat the regression steps, then run QA Sentinel regression test.","[]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","runtime","","1","console","2026-06-06T15:20:01.890Z","[""[vite] Failed to reload /src/components/onboarding/OnboardingPortalVisual.jsx. This could be due to syntax errors or importing non-existent modules. (see errors above)""]","A runtime behavior changed and needs verification.","[""Open the affected route."",""Repeat the captured reproduction steps."",""Check console/network errors."",""Compare expected and actual stored data."",""Apply the smallest targeted fix and retest.""]","qa-kmld8o","Needs deterministic retest against the affected UI flow.","medium","unknown","","/","false","system","","","[""Affected route"",""Affected component""]","","2026-06-06T15:20:01.890Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a243aa2e26be352e02fcbbe","2026-06-06T15:20:02.284000","2026-06-06T15:20:02.284000","6a171d7f6abbd230a00539e3","aipavuron@gmail.com","false"
"","0","[""Open /museum/asia-operatic-museum/begin-tour"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","asia-operatic-museum","The issue needs deterministic verification against the affected UI flow and stored data contract.","error {}","Runtime issue detected","[""App.jsx"",""lib/qa-sentinel/*"",""affected page/component""]","","Inspect the affected route, component, data payload, and runtime logs before changing code.","moderate","[""Open /museum/asia-operatic-museum/begin-tour"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-09T09:50:21.135Z","nav5g5","error {}","Manual verification: open /museum/asia-operatic-museum/begin-tour, repeat the regression steps, then run QA Sentinel regression test.","[]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","runtime","","11","console","2026-06-06T14:31:53.546Z","[""error {}""]","A runtime behavior changed and needs verification.","[""Open the affected route."",""Repeat the captured reproduction steps."",""Check console/network errors."",""Compare expected and actual stored data."",""Apply the smallest targeted fix and retest.""]","qa-nav5g5","Needs deterministic retest against the affected UI flow.","medium","unknown","","/museum/asia-operatic-museum/begin-tour","false","public_museum","","","[""Affected route"",""Affected component""]","","2026-06-09T09:50:21.135Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242f5ad7deed9903d10a12","2026-06-06T14:31:54.044000","2026-06-09T09:50:21.593000","6a18e96a24bf4a37b9c28ed4","dinesh_santher@yahoo.com.my","false"
"","0","[""Open /museum/asia-operatic-museum/begin-tour"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","asia-operatic-museum","The issue needs deterministic verification against the affected UI flow and stored data contract.","connect_error {}","Runtime issue detected","[""App.jsx"",""lib/qa-sentinel/*"",""affected page/component""]","","Inspect the affected route, component, data payload, and runtime logs before changing code.","moderate","[""Open /museum/asia-operatic-museum/begin-tour"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-09T09:50:21.480Z","546xt6","connect_error {}","Manual verification: open /museum/asia-operatic-museum/begin-tour, repeat the regression steps, then run QA Sentinel regression test.","[]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","runtime","","10","console","2026-06-06T14:31:53.573Z","[""connect_error {}""]","A runtime behavior changed and needs verification.","[""Open the affected route."",""Repeat the captured reproduction steps."",""Check console/network errors."",""Compare expected and actual stored data."",""Apply the smallest targeted fix and retest.""]","qa-546xt6","Needs deterministic retest against the affected UI flow.","medium","unknown","","/museum/asia-operatic-museum/begin-tour","false","public_museum","","","[""Affected route"",""Affected component""]","","2026-06-09T09:50:21.480Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242f5a2cbc6f96ffb76e8d","2026-06-06T14:31:54.040000","2026-06-09T09:50:21.997000","6a18e96a24bf4a37b9c28ed4","dinesh_santher@yahoo.com.my","false"
"","0","[""Open /platform/admin/content/metadata"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/content/metadata"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:30:10.029Z","vwm4a7","API failed with 403","Manual verification: open /platform/admin/content/metadata, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T14:30:10.029Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-vwm4a7","Role gate or auth state mismatch.","high","permissions","","/platform/admin/content/metadata","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:30:10.029Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242ef2c1b329ddfc4835b6","2026-06-06T14:30:10.484000","2026-06-06T14:30:10.484000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/content/stations"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/content/stations"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:29:16.605Z","e9rkxr","API failed with 403","Manual verification: open /platform/admin/content/stations, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T14:29:16.605Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-e9rkxr","Role gate or auth state mismatch.","high","permissions","","/platform/admin/content/stations","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:29:16.605Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242ebd875277f4bc131a48","2026-06-06T14:29:17.029000","2026-06-06T14:29:17.029000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/music"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue needs deterministic verification against the affected UI flow and stored data contract.","Failed to load because no supported source was found.","Runtime issue detected","[""App.jsx"",""lib/qa-sentinel/*"",""affected page/component""]","","Inspect the affected route, component, data payload, and runtime logs before changing code.","moderate","[""Open /platform/admin/music"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T16:19:04.355Z","pecoqc","Failed to load because no supported source was found.","Manual verification: open /platform/admin/music, repeat the regression steps, then run QA Sentinel regression test.","[]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","runtime","","7","promise","2026-06-06T14:22:47.218Z","[""Failed to load because no supported source was found.""]","A runtime behavior changed and needs verification.","[""Open the affected route."",""Repeat the captured reproduction steps."",""Check console/network errors."",""Compare expected and actual stored data."",""Apply the smallest targeted fix and retest.""]","qa-pecoqc","Needs deterministic retest against the affected UI flow.","medium","unknown","","/platform/admin/music","false","master_admin","","","[""Affected route"",""Affected component""]","","2026-06-06T16:19:04.355Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242d37d3c8b01d5c22335e","2026-06-06T14:22:47.792000","2026-06-06T16:19:04.796000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/tenants"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/tenants"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:19:16.676Z","2u586x","API failed with 403","Manual verification: open /platform/admin/tenants, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T14:19:16.676Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-2u586x","Role gate or auth state mismatch.","high","permissions","","/platform/admin/tenants","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:19:16.676Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242c65d78e16ca0af70d4f","2026-06-06T14:19:17.378000","2026-06-06T14:19:17.378000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/content/exhibits"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/content/exhibits"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:11:20.920Z","w6mmxm","API failed with 403","Manual verification: open /platform/admin/content/exhibits, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T14:11:20.920Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-w6mmxm","Role gate or auth state mismatch.","high","permissions","","/platform/admin/content/exhibits","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:11:20.920Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242a89a4addc9dc529f8c4","2026-06-06T14:11:21.406000","2026-06-06T14:11:21.406000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/content-data"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/content-data"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:27:38.216Z","99mrjs","API failed with 403","Manual verification: open /platform/admin/content-data, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","4","fetch","2026-06-06T14:08:36.666Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-99mrjs","Role gate or auth state mismatch.","high","permissions","","/platform/admin/content-data","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:27:38.216Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a2429e52a7314854fac7036","2026-06-06T14:08:37.113000","2026-06-06T14:27:38.731000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/services/notifications"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/services/notifications"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:01:44.709Z","4eyx41","API failed with 403","Manual verification: open /platform/admin/services/notifications, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T14:01:44.709Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-4eyx41","Role gate or auth state mismatch.","high","permissions","","/platform/admin/services/notifications","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:01:44.709Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a24284941c7c80e1f335da1","2026-06-06T14:01:45.152000","2026-06-06T14:01:45.152000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/services/ai-personalization"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/services/ai-personalization"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:01:22.486Z","y64vds","API failed with 403","Manual verification: open /platform/admin/services/ai-personalization, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T14:01:22.486Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-y64vds","Role gate or auth state mismatch.","high","permissions","","/platform/admin/services/ai-personalization","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:01:22.486Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242832254df8c2e0ac357c","2026-06-06T14:01:22.989000","2026-06-06T14:01:22.989000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/services/cms"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/services/cms"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T14:00:53.517Z","ez55su","API failed with 403","Manual verification: open /platform/admin/services/cms, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T14:00:53.517Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-ez55su","Role gate or auth state mismatch.","high","permissions","","/platform/admin/services/cms","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T14:00:53.517Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a242816431894261733cabb","2026-06-06T14:00:54.112000","2026-06-06T14:00:54.112000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
"","0","[""Open /platform/admin/users-access"",""Repeat the issue reproduction flow."",""Confirm the expected result now happens."",""Reload the page and confirm the fix persists."",""Verify no new QA Sentinel issue is created for the same flow.""]","{}","","The issue likely comes from role guard, route guard, user type, tenant access, master admin access, or gated content logic.","API failed with 403","Permission failure detected","[""lib/access-control.js"",""lib/rbac.js"",""components/access/DomainAccessGate.jsx""]","","Validate access checks match the user role, domain, and tenant context.","moderate","[""Open /platform/admin/users-access"",""Repeat the captured user action"",""Observe the reported failure""]","2026-06-06T13:59:38.447Z","k7oljh","API failed with 403","Manual verification: open /platform/admin/users-access, repeat the regression steps, then run QA Sentinel regression test.","[{""status"":403,""url"":""/api/app-logs/6a171d7f6abbd230a00539e2/log-user-in-app/platform""}]","Automatic production code edits are disabled. The Fix Intelligence Layer only suggests fixes until an explicit developer-only autofix system exists.","The interaction should complete without runtime, routing, network, permission, or persistence errors.","major","permission","","1","fetch","2026-06-06T13:59:38.447Z","[]","A protected flow is blocked or access control may be misconfigured.","[""Check role guard logic for the affected route."",""Verify master admin versus tenant admin access rules."",""Confirm tenant access is evaluated before rendering protected content."",""Show a clear unauthorized state when access is blocked.""]","qa-k7oljh","Role gate or auth state mismatch.","high","permissions","","/platform/admin/users-access","false","master_admin","","","[""DomainAccessGate"",""ProtectedRoute""]","","2026-06-06T13:59:38.447Z","Generated by deterministic QA Fix Intelligence rules. No LLM call or integration credit burn was used.","open","6a2427ca65ac9befb6093d24","2026-06-06T13:59:38.927000","2026-06-06T13:59:38.927000","6a1d7b4bdefceb0981cc0061","sawfi.muliana@gmail.com","false"
