publishState,description,mimeType,isActive,museumId,createdAt,fileExtension,loop,fileUrl,renderType,muted,assignedPage,thumbnailUrl,updatedAt,originalFileName,updatedBy,mediaType,presetSlug,assignedComponent,autoplay,tags,presetName,sourceType,fileSize,createdBy,tenantSlug,tenantId,name,ownershipScope,id,created_date,updated_date,created_by_id,created_by,is_sample
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","foreground","true","/museum/asia-operatic-museum/begin-tour","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-2.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-2","moa-seed-component-2","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 2","museum","6a220daa2e9b22994f692f9d","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","background","true","/museum/asia-operatic-museum/commerce","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-5.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-5","moa-seed-component-5","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 5","museum","6a220daa2e9b22994f692fa0","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","foreground","true","/platform/admin/content-data","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-14.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-14","moa-seed-component-14","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 14","museum","6a220daa2e9b22994f692fa9","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","background","true","/museum/asia-operatic-museum/home","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-17.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-17","moa-seed-component-17","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 17","museum","6a220daa2e9b22994f692fac","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","poster","true","/virtual-experience","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-19.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-19","moa-seed-component-19","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 19","museum","6a220daa2e9b22994f692fae","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","poster","true","/museum/asia-operatic-museum/vendors/register","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-7.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-7","moa-seed-component-7","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 7","museum","6a220daa2e9b22994f692fa2","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","fallback","true","/museum/asia-operatic-museum/home","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-20.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-20","moa-seed-component-20","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 20","museum","6a220daa2e9b22994f692faf","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","background","true","/museum/asia-operatic-museum/begin-tour","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-21.jpg","SCAVERSE_TOTAL_DATABASE_SEED","video","aom-media-registry-21","moa-seed-component-21","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 21","museum","6a220daa2e9b22994f692fb0","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","fallback","true","/platform/overview","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-8.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-8","moa-seed-component-8","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 8","museum","6a220daa2e9b22994f692fa3","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","poster","true","/museum/asia-operatic-museum/tickets","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-23.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-23","moa-seed-component-23","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 23","museum","6a220daa2e9b22994f692fb2","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","foreground","true","/museum/asia-operatic-museum/vendors","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-6.jpg","SCAVERSE_TOTAL_DATABASE_SEED","video","aom-media-registry-6","moa-seed-component-6","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 6","museum","6a220daa2e9b22994f692fa1","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","foreground","true","/museum/asia-operatic-museum/admin","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-10.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-10","moa-seed-component-10","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 10","museum","6a220daa2e9b22994f692fa5","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","foreground","true","/museum/asia-operatic-museum/begin-tour","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-18.jpg","SCAVERSE_TOTAL_DATABASE_SEED","image","aom-media-registry-18","moa-seed-component-18","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 18","museum","6a220daa2e9b22994f692fad","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
"published","Museum-owned media registry placeholder that must be replaced with approved production assets before live hardware deployment.","image/jpeg","true","6a220da4b282e8b27dbefda9","2026-06-04T23:43:37.645Z","jpg","true","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","poster","true","/platform/admin/qa-sentinel","https://images.unsplash.com/photo-1554907984-15263bfd63bd?auto=format&fit=crop&w=1600&q=80","2026-06-04T23:43:37.645Z","aom-placeholder-11.jpg","SCAVERSE_TOTAL_DATABASE_SEED","video","aom-media-registry-11","moa-seed-component-11","false","[""asia-operatic-museum"",""SCAVERSE_TOTAL_DATABASE_SEED"",""placeholder_required_replacement""]","MOA Seed Media","url","","SCAVERSE_TOTAL_DATABASE_SEED","asia-operatic-museum","6a220da4b282e8b27dbefda9","AOM Media Registry Slot 11","museum","6a220daa2e9b22994f692fa6","2026-06-04T23:43:38.107000","2026-06-04T23:43:38.107000","service_6e8cd148-da5d-4e3c-b153-e2060ac972be","service+6e8cd148-da5d-4e3c-b153-e2060ac972be@no-reply.base44.com","false"
